ST001D01T,MATHPREF,MATHEASE,MATHMOT,MATHEFF,MATHEF21,MATHPERS,PV1MATH
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.251,-0.2932,-0.7379,590.547
Grade 11,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3715,0.0112,2.3808,519.15
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6921,0.0484,0.0425,559.211
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2857,-0.5114,-1.1835,377.006
Grade 10,,,,,,,394.774
Grade 10,,,,,,,598.36
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3088,0.1383,1.3875,404.843
Grade 10,,,,,,,555.82
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.0122,0.6667,2.6685,379.942
Grade 10,,,,,,,593.863
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1246,0.7504,-0.0433,378.05
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0759,0.7077,-2.7396,453.819
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1577,0.6485,-0.463,544.215
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.216,0.7157,0.1719,330.543
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3397,-0.5787,-0.3466,314.011
Grade 10,,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0679,-0.3041,-0.475,280.166
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5791,0.2937,-0.0615,490.942
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,,,,310.027
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0971,0.0592,0.1274,510.616
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0252,0.8537,-0.0851,365.501
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3055,0.7134,-0.4727,435.481
Grade 10,,,,,,,483.581
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0692,0.7803,-0.0833,425.789
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.42,-2.1762,-0.979,338.552
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2612,0.7255,0.6604,519.8
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1415,0.4314,-0.0383,614.384
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8288,0.6864,-0.0849,426.837
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.1964,0.5022,-1.009,574.305
Grade 10,,,,,,,495.593
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2689,-0.2755,0.0446,542.337
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0961,0.742,2.3376,578.287
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.0668,2.4079,-1.6964,682.745
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.779,0.5139,-0.1705,461.049
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.5119,0.8427,0.5643,521.732
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3934,0.4519,-0.2752,499.82
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.3656,-2.0022,-2.6752,360.487
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9956,0.289,-0.0659,474.807
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1038,-0.125,-1.0109,447.369
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.233,0.7906,-0.3379,373.356
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.056,-0.0698,0.1067,553.638
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.037,0.7195,0.306,348.99
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.8207,1.4984,0.3699,527.877
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.1989,2.1073,0.337,651.597
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3656,0.8133,-0.3404,392.257
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.8638,0.5376,0.4573,586.347
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,,,-1.4312,360.204
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.9326,2.3165,2.6177,532.165
Grade 10,Preference for mathematics over other subjects,,Not more motivated to do well in mathematics than other subjects,-0.1415,0.6496,-0.2732,416.111
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7892,0.1294,-0.7462,247.578
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2229,-0.1359,-0.0527,449.016
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4312,-0.5689,0.3404,368.814
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4089,0.6442,1.4039,485.765
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.1369,0.6196,1.3158,475.941
Grade 10,,,,,,,355.357
Grade 9,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0292,0.6685,-0.2439,410.94
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1406,-0.1891,-1.2085,277.118
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.18,1.2976,0.3137,456.669
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1457,0.7033,0.8009,367.674
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5884,0.1486,0.8838,506.198
Grade 10,,,,,,,386.358
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7294,0.2835,-0.0885,558.563
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3848,0.2663,0.2903,594.687
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3347,-0.3721,-0.774,280.027
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.4814,-2.3009,-2.7624,278.248
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4155,0.1847,1.2095,416.51
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.2345,1.1832,0.5186,601.554
Grade 10,,,,,,,583.783
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1866,0.7349,0.1912,355.386
Grade 10,,,,,,,434.036
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2856,0.7031,0.2772,499.479
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4265,0.8386,0.4241,520.253
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1365,0.7854,0.2545,483.238
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.5684,1.3728,0.9505,481.457
Grade 10,,,,,,,492.06
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1499,0.173,-0.166,566.805
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1495,0.2749,-0.3952,516.138
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1905,0.0989,0.6436,376.771
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.9915,0.8173,-0.6089,509.966
Grade 9,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.9856,1.3343,2.2321,477.877
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.1549,2.4193,-1.5786,417.451
Grade 10,,,,,,,541.774
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0813,0.5817,0.7386,575.725
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4144,-0.5191,-0.298,468.307
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-2.1147,-0.5132,-2.5519,335.097
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.399,0.7798,0.3473,476.813
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7497,0.5641,0.945,604.257
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.9187,0.7954,1.9687,453.016
Grade 10,,,,,,,523.329
Grade 10,,,,,,,516.5
Grade 9,,,,,,,411.462
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9584,-0.6101,0.0274,534.649
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2899,1.2131,0.3903,399.976
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4542,-0.2953,0.5165,574.967
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.121,0.3489,1.4573,523.825
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7021,0.826,0.3481,609.158
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.6795,0.7343,0.7827,625.029
Grade 10,,,,,,,429.251
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7124,0.7172,-0.5091,445.486
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3599,0.7521,2.4115,445.744
Grade 10,,,,,,,596.512
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.009,-0.0641,1.0636,405.741
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8272,,0.0066,384.444
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7467,0.2655,0.0858,562.052
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.435,-1.258,-0.5547,431.109
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.882,-0.187,0.3068,487.191
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.0854,1.0334,0.026,373.831
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0953,-0.5156,2.5744,406.174
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1053,-0.5888,0.4326,510.85
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3404,-0.527,,416.17
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7875,-0.2969,-0.2961,262.65
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.8249,0.6664,1.8258,445.15
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6896,0.0852,-0.2629,464.038
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1876,0.2854,1.1589,436.575
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0365,-0.5482,-1.1488,453.696
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6732,-0.534,-0.6335,285.265
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2344,0.7588,-0.0694,493.104
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3261,-2.0383,-0.072,300.505
Grade 10,,,,,,,493.078
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2899,0.7393,2.4103,492.308
Grade 9,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.8663,0.2461,0.7181,619.427
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0888,-0.2015,0.1826,374.745
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,0.2388,0.6544,-0.1217,634.251
Grade 10,,,,,,,424.793
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2013,-2.3528,-0.5031,341.007
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6498,0.3405,1.1289,543.713
Grade 10,,,,,,,455.689
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0971,0.0724,0.0356,384.07
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7735,-0.3374,-0.0604,360.588
Grade 10,,,,,,,391.005
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4519,-0.7327,0.4159,489.605
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.214,0.4273,-1.0996,279.906
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1487,-0.5432,-0.4906,606.037
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.6991,0.0318,0.515,657.838
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.42,0.6657,0.5485,381.717
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,,,,488.469
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7538,0.8067,1.4951,565.053
Grade 10,,,,,,,482.432
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,,-0.5058,0.3735,395.484
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0473,0.8159,-0.8243,501.54
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4035,-0.0582,0.2345,409.203
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1147,-0.6252,-0.1044,453.041
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1487,0.6898,1.185,373.42
Grade 11,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6607,-0.0278,0.2595,476.292
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9632,-1.0284,-0.7465,424.017
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3087,-2.2319,0.3051,434.789
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.9896,2.2728,2.1756,422.542
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5867,0.4215,1.0711,248.978
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.851,-0.6171,-0.2643,471.842
Grade 11,,,,,,,473.757
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3587,0.2223,0.1283,639.212
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.8435,-1.4285,1.3164,374.698
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.0178,-2.0992,0.9091,510.323
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5502,-0.9605,-0.1424,568.781
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4701,0.7398,-0.3718,369.987
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.878,-0.4724,-0.426,378.349
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.4541,0.4108,0.9497,367.289
Grade 11,,,,,,,407.239
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.5134,-0.0617,2.5826,509.159
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2368,0.479,1.2105,443.173
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.3429,0.4784,-0.0925,472.381
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3202,,-0.5463,340.533
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0457,-0.1414,-0.04,522.075
Grade 10,,,,,,,399.359
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8854,-1.2388,-0.3052,403.26
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7356,0.7527,-0.2506,356.408
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1365,-0.081,0.0415,459.862
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.3052,0.513,-0.251,565.477
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1472,0.7314,0.1689,514.853
Grade 10,,,,,,,352.366
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.4016,-2.3361,-1.9458,419.163
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2275,-0.0669,1.0158,659.442
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.3743,-2.0992,-2.6559,277.487
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.505,0.7448,0.381,399.019
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.3947,-2.2126,-0.1367,369.855
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3781,0.7159,2.2624,406.29
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5882,0.2379,-0.2379,415.224
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3616,-0.5484,-2.7837,382.238
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1455,0.1708,0.7827,643.013
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6865,0.3759,0.3323,385.727
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0826,0.394,-1.2452,544.06
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3479,0.6677,2.2321,583.318
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3728,-0.5896,0.3607,425.107
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6672,-0.7187,0.2088,457.019
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7742,-0.0289,-0.2785,569.823
Grade 10,,,,,,,403.127
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.7266,-0.514,0.5546,422.047
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2346,-0.3031,0.2264,345.33
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8605,0.1137,0.6476,521.236
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.3463,0.3489,-0.1689,696.391
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-2.5562,-1.1875,0.4558,320.715
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6346,-0.1001,-0.481,454.042
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.9828,1.7709,0.7767,725.769
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6804,-1.0411,0.0028,458.503
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8841,-0.7881,0.1933,479.74
Grade 10,,,,,,,414.53
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0966,-0.5758,-0.0469,388.393
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1087,0.6868,0.7205,559.453
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4597,-0.098,1.185,593.4
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0189,-0.2834,1.0657,417.699
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.8047,-0.5812,-0.7693,209.435
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1051,0.5686,-1.2151,323.23
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-2.2583,-0.8899,1.1187,396.187
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1612,0.7833,2.412,335.8
